equation,operand_1,operation,operand_2,answer
595-444=151,595,-,444,151
143-142=1,143,-,142,1
362+109=471,362,+,109,471
300+776=1076,300,+,776,1076
526-17=509,526,-,17,509
359+120=479,359,+,120,479
62-61=1,62,-,61,1
927-818=109,927,-,818,109
681+539=1220,681,+,539,1220
178+1=179,178,+,1,179
599+434=1033,599,+,434,1033
356+897=1253,356,+,897,1253
766-738=28,766,-,738,28
810-397=413,810,-,397,413
148+46=194,148,+,46,194
985+599=1584,985,+,599,1584
723+970=1693,723,+,970,1693
19+54=73,19,+,54,73
567+5=572,567,+,5,572
856-734=122,856,-,734,122
86+584=670,86,+,584,670
69+8=77,69,+,8,77
294+429=723,294,+,429,723
586-510=76,586,-,510,76
625+335=960,625,+,335,960
11+18=29,11,+,18,29
376+358=734,376,+,358,734
511-415=96,511,-,415,96
746-493=253,746,-,493,253
865+64=929,865,+,64,929
661+235=896,661,+,235,896
64+8=72,64,+,8,72
705+388=1093,705,+,388,1093
403+447=850,403,+,447,850
683+354=1037,683,+,354,1037
10+88=98,10,+,88,98
998-605=393,998,-,605,393
910+332=1242,910,+,332,1242
194-130=64,194,-,130,64
235+606=841,235,+,606,841
47+552=599,47,+,552,599
886-702=184,886,-,702,184
845-519=326,845,-,519,326
36+988=1024,36,+,988,1024
962+676=1638,962,+,676,1638
759-752=7,759,-,752,7
490+95=585,490,+,95,585
705+119=824,705,+,119,824
543+400=943,543,+,400,943
393+623=1016,393,+,623,1016
708-702=6,708,-,702,6
631+99=730,631,+,99,730
367+302=669,367,+,302,669
716-714=2,716,-,714,2
904-878=26,904,-,878,26
510-310=200,510,-,310,200
267+804=1071,267,+,804,1071
618+885=1503,618,+,885,1503
910-872=38,910,-,872,38
870+138=1008,870,+,138,1008
413-386=27,413,-,386,27
704-686=18,704,-,686,18
43+33=76,43,+,33,76
209+128=337,209,+,128,337
716-279=437,716,-,279,437
677+250=927,677,+,250,927
495+259=754,495,+,259,754
118+448=566,118,+,448,566
291+335=626,291,+,335,626
602+131=733,602,+,131,733
439+423=862,439,+,423,862
419-178=241,419,-,178,241
598-6=592,598,-,6,592
743+769=1512,743,+,769,1512
33+136=169,33,+,136,169
599+248=847,599,+,248,847
240+358=598,240,+,358,598
282+696=978,282,+,696,978
671-647=24,671,-,647,24
853+18=871,853,+,18,871
516+154=670,516,+,154,670
377+44=421,377,+,44,421
764+612=1376,764,+,612,1376
799-31=768,799,-,31,768
539-293=246,539,-,293,246
871+35=906,871,+,35,906
333+381=714,333,+,381,714
439-75=364,439,-,75,364
695+471=1166,695,+,471,1166
426+567=993,426,+,567,993
646-635=11,646,-,635,11
182+245=427,182,+,245,427
517-475=42,517,-,475,42
655+157=812,655,+,157,812
669-487=182,669,-,487,182
870-833=37,870,-,833,37
974+933=1907,974,+,933,1907
386-111=275,386,-,111,275
644-142=502,644,-,142,502
877+586=1463,877,+,586,1463
219+478=697,219,+,478,697
927-34=893,927,-,34,893
27+6=33,27,+,6,33
981+527=1508,981,+,527,1508
965+75=1040,965,+,75,1040
336-34=302,336,-,34,302
809-807=2,809,-,807,2
15+54=69,15,+,54,69
937+436=1373,937,+,436,1373
756-282=474,756,-,282,474
127-66=61,127,-,66,61
457+378=835,457,+,378,835
82-18=64,82,-,18,64
292+65=357,292,+,65,357
667-118=549,667,-,118,549
744+741=1485,744,+,741,1485
150+374=524,150,+,374,524
959+855=1814,959,+,855,1814
645+178=823,645,+,178,823
880-421=459,880,-,421,459
438-243=195,438,-,243,195
770-336=434,770,-,336,434
611+695=1306,611,+,695,1306
59+7=66,59,+,7,66
963-336=627,963,-,336,627
410+794=1204,410,+,794,1204
905+448=1353,905,+,448,1353
751-619=132,751,-,619,132
134+775=909,134,+,775,909
355-113=242,355,-,113,242
94+60=154,94,+,60,154
915-863=52,915,-,863,52
593-112=481,593,-,112,481
360-86=274,360,-,86,274
229+210=439,229,+,210,439
64-56=8,64,-,56,8
629-299=330,629,-,299,330
35+267=302,35,+,267,302
698+419=1117,698,+,419,1117
199-193=6,199,-,193,6
46+607=653,46,+,607,653
819+541=1360,819,+,541,1360
337-97=240,337,-,97,240
960-442=518,960,-,442,518
367-111=256,367,-,111,256
47+34=81,47,+,34,81
197+808=1005,197,+,808,1005
189-111=78,189,-,111,78
985-57=928,985,-,57,928
504-153=351,504,-,153,351
415+554=969,415,+,554,969
958+926=1884,958,+,926,1884
19+59=78,19,+,59,78
705-687=18,705,-,687,18
542+66=608,542,+,66,608
960-129=831,960,-,129,831
710-705=5,710,-,705,5
444-440=4,444,-,440,4
386+84=470,386,+,84,470
373-120=253,373,-,120,253
248+993=1241,248,+,993,1241
955-870=85,955,-,870,85
693-684=9,693,-,684,9
320+103=423,320,+,103,423
585-486=99,585,-,486,99
501-473=28,501,-,473,28
393+507=900,393,+,507,900
724-630=94,724,-,630,94
183+546=729,183,+,546,729
787+750=1537,787,+,750,1537
5+60=65,5,+,60,65
527-293=234,527,-,293,234
869-826=43,869,-,826,43
816-408=408,816,-,408,408
21+57=78,21,+,57,78
437-379=58,437,-,379,58
562-540=22,562,-,540,22
661-331=330,661,-,331,330
845+829=1674,845,+,829,1674
804-797=7,804,-,797,7
125-112=13,125,-,112,13
295+963=1258,295,+,963,1258
746+699=1445,746,+,699,1445
824-823=1,824,-,823,1
448-411=37,448,-,411,37
418+877=1295,418,+,877,1295
976+210=1186,976,+,210,1186
525-74=451,525,-,74,451
242-241=1,242,-,241,1
826-711=115,826,-,711,115
653-268=385,653,-,268,385
900+794=1694,900,+,794,1694
687-652=35,687,-,652,35
339+339=678,339,+,339,678
694-438=256,694,-,438,256
826-752=74,826,-,752,74
535+400=935,535,+,400,935
471-444=27,471,-,444,27
900-717=183,900,-,717,183
717-420=297,717,-,420,297
549+797=1346,549,+,797,1346
521+713=1234,521,+,713,1234
797+368=1165,797,+,368,1165
20+57=77,20,+,57,77
378+284=662,378,+,284,662
839+140=979,839,+,140,979
954-137=817,954,-,137,817
418+463=881,418,+,463,881
167+61=228,167,+,61,228
723+320=1043,723,+,320,1043
235-227=8,235,-,227,8
256+519=775,256,+,519,775
701-460=241,701,-,460,241
3+31=34,3,+,31,34
545-42=503,545,-,42,503
442-437=5,442,-,437,5
924-439=485,924,-,439,485
993-993=0,993,-,993,0
255-255=0,255,-,255,0
897-851=46,897,-,851,46
925-885=40,925,-,885,40
971-738=233,971,-,738,233
512+621=1133,512,+,621,1133
499-86=413,499,-,86,413
627-250=377,627,-,250,377
664+633=1297,664,+,633,1297
549-546=3,549,-,546,3
67+144=211,67,+,144,211
240+466=706,240,+,466,706
423+768=1191,423,+,768,1191
112+920=1032,112,+,920,1032
499+552=1051,499,+,552,1051
989-13=976,989,-,13,976
570-145=425,570,-,145,425
694+590=1284,694,+,590,1284
421-105=316,421,-,105,316
19+53=72,19,+,53,72
676-190=486,676,-,190,486
62-56=6,62,-,56,6
553-547=6,553,-,547,6
728-298=430,728,-,298,430
775+385=1160,775,+,385,1160
175+106=281,175,+,106,281
943-881=62,943,-,881,62
473+72=545,473,+,72,545
474-123=351,474,-,123,351
2+56=58,2,+,56,58
839-319=520,839,-,319,520
150-84=66,150,-,84,66
357+521=878,357,+,521,878
381-217=164,381,-,217,164
897-204=693,897,-,204,693
333-324=9,333,-,324,9
782-782=0,782,-,782,0
356+355=711,356,+,355,711
475+992=1467,475,+,992,1467
671-607=64,671,-,607,64
517-213=304,517,-,213,304
53-25=28,53,-,25,28
934+535=1469,934,+,535,1469
836-829=7,836,-,829,7
225-164=61,225,-,164,61
875+493=1368,875,+,493,1368
499+238=737,499,+,238,737
842-390=452,842,-,390,452
938-801=137,938,-,801,137
277+214=491,277,+,214,491
946-501=445,946,-,501,445
244+417=661,244,+,417,661
466-94=372,466,-,94,372
820-252=568,820,-,252,568
16-8=8,16,-,8,8
414-53=361,414,-,53,361
521-197=324,521,-,197,324
668+823=1491,668,+,823,1491
615-21=594,615,-,21,594
728-618=110,728,-,618,110
13+979=992,13,+,979,992
930+842=1772,930,+,842,1772
862-124=738,862,-,124,738
424+873=1297,424,+,873,1297
53+586=639,53,+,586,639
441+572=1013,441,+,572,1013
650+206=856,650,+,206,856
517-375=142,517,-,375,142
487-158=329,487,-,158,329
400-347=53,400,-,347,53
972-403=569,972,-,403,569
986-867=119,986,-,867,119
280-119=161,280,-,119,161
959+447=1406,959,+,447,1406
577-395=182,577,-,395,182
7+66=73,7,+,66,73
871+846=1717,871,+,846,1717
10+8=18,10,+,8,18
655-135=520,655,-,135,520
984+269=1253,984,+,269,1253
549+478=1027,549,+,478,1027
495+280=775,495,+,280,775
19+145=164,19,+,145,164
188+861=1049,188,+,861,1049
511+411=922,511,+,411,922
739-334=405,739,-,334,405
465+262=727,465,+,262,727
321+126=447,321,+,126,447
592+851=1443,592,+,851,1443
225-216=9,225,-,216,9
468-288=180,468,-,288,180
40+131=171,40,+,131,171
34+16=50,34,+,16,50
705-88=617,705,-,88,617
85-62=23,85,-,62,23
870-773=97,870,-,773,97
560+156=716,560,+,156,716
707+131=838,707,+,131,838
954-311=643,954,-,311,643
701-498=203,701,-,498,203
635-97=538,635,-,97,538
342-168=174,342,-,168,174
942+550=1492,942,+,550,1492
331-87=244,331,-,87,244
538-237=301,538,-,237,301
316+801=1117,316,+,801,1117
496-132=364,496,-,132,364
934+640=1574,934,+,640,1574
592-430=162,592,-,430,162
373+544=917,373,+,544,917
388+740=1128,388,+,740,1128
933-395=538,933,-,395,538
12+73=85,12,+,73,85
419+477=896,419,+,477,896
453-294=159,453,-,294,159
885+981=1866,885,+,981,1866
96-33=63,96,-,33,63
799-526=273,799,-,526,273
21+67=88,21,+,67,88
217+155=372,217,+,155,372
352+870=1222,352,+,870,1222
838+958=1796,838,+,958,1796
587-145=442,587,-,145,442
990+723=1713,990,+,723,1713
474-153=321,474,-,153,321
121+907=1028,121,+,907,1028
689-76=613,689,-,76,613
27+31=58,27,+,31,58
587+929=1516,587,+,929,1516
945-152=793,945,-,152,793
872-827=45,872,-,827,45
467-312=155,467,-,312,155
80+764=844,80,+,764,844
474-109=365,474,-,109,365
560+927=1487,560,+,927,1487
770-610=160,770,-,610,160
282+598=880,282,+,598,880
371-74=297,371,-,74,297
150+415=565,150,+,415,565
505+974=1479,505,+,974,1479
610-535=75,610,-,535,75
221-104=117,221,-,104,117
853-226=627,853,-,226,627
890-790=100,890,-,790,100
760-83=677,760,-,83,677
314-310=4,314,-,310,4
221+835=1056,221,+,835,1056
845-502=343,845,-,502,343
731+953=1684,731,+,953,1684
635-298=337,635,-,298,337
960-580=380,960,-,580,380
521+262=783,521,+,262,783
45+318=363,45,+,318,363
496+547=1043,496,+,547,1043
827-621=206,827,-,621,206
408-347=61,408,-,347,61
172+713=885,172,+,713,885
815-755=60,815,-,755,60
422-301=121,422,-,301,121
260-123=137,260,-,123,137
233+804=1037,233,+,804,1037
339+820=1159,339,+,820,1159
614-613=1,614,-,613,1
952+98=1050,952,+,98,1050
624-554=70,624,-,554,70
2+0=2,2,+,0,2
579+449=1028,579,+,449,1028
120+983=1103,120,+,983,1103
660+77=737,660,+,77,737
22+54=76,22,+,54,76
467-71=396,467,-,71,396
421+324=745,421,+,324,745
943+13=956,943,+,13,956
240+715=955,240,+,715,955
879-227=652,879,-,227,652
780-758=22,780,-,758,22
43+929=972,43,+,929,972
615-268=347,615,-,268,347
938-451=487,938,-,451,487
777-774=3,777,-,774,3
474+353=827,474,+,353,827
613-598=15,613,-,598,15
3+95=98,3,+,95,98
800+597=1397,800,+,597,1397
974-435=539,974,-,435,539
306-256=50,306,-,256,50
373+818=1191,373,+,818,1191
232-203=29,232,-,203,29
712-708=4,712,-,708,4
992-340=652,992,-,340,652
893+766=1659,893,+,766,1659
556+865=1421,556,+,865,1421
523+678=1201,523,+,678,1201
583-334=249,583,-,334,249
23-15=8,23,-,15,8
271+992=1263,271,+,992,1263
317+336=653,317,+,336,653
910-604=306,910,-,604,306
60+482=542,60,+,482,542
852+115=967,852,+,115,967
270+99=369,270,+,99,369
234+718=952,234,+,718,952
509+807=1316,509,+,807,1316
675+377=1052,675,+,377,1052
512+208=720,512,+,208,720
660+485=1145,660,+,485,1145
60+5=65,60,+,5,65
355-337=18,355,-,337,18
395+289=684,395,+,289,684
852-287=565,852,-,287,565
673+913=1586,673,+,913,1586
113-82=31,113,-,82,31
418+418=836,418,+,418,836
860-853=7,860,-,853,7
403+883=1286,403,+,883,1286
94+5=99,94,+,5,99
777-755=22,777,-,755,22
693-66=627,693,-,66,627
63-56=7,63,-,56,7
734-653=81,734,-,653,81
372+254=626,372,+,254,626
589+390=979,589,+,390,979
750-352=398,750,-,352,398
765-291=474,765,-,291,474
666-657=9,666,-,657,9
967-553=414,967,-,553,414
53+12=65,53,+,12,65
708-435=273,708,-,435,273
831-531=300,831,-,531,300
642-516=126,642,-,516,126
54+31=85,54,+,31,85
13+72=85,13,+,72,85
450-242=208,450,-,242,208
662-653=9,662,-,653,9
88-38=50,88,-,38,50
263+389=652,263,+,389,652
941-81=860,941,-,81,860
331-135=196,331,-,135,196
318-260=58,318,-,260,58
245+579=824,245,+,579,824
215-210=5,215,-,210,5
13+64=77,13,+,64,77
804-781=23,804,-,781,23
889-885=4,889,-,885,4
467-372=95,467,-,372,95
259+918=1177,259,+,918,1177
16+220=236,16,+,220,236
19+213=232,19,+,213,232
620+30=650,620,+,30,650
39+559=598,39,+,559,598
637-628=9,637,-,628,9
631-544=87,631,-,544,87
353+498=851,353,+,498,851
866-859=7,866,-,859,7
570+627=1197,570,+,627,1197
310-233=77,310,-,233,77
713+552=1265,713,+,552,1265
766-758=8,766,-,758,8
452+73=525,452,+,73,525
409+545=954,409,+,545,954
271+944=1215,271,+,944,1215
34+121=155,34,+,121,155
851-214=637,851,-,214,637
397+61=458,397,+,61,458
536-300=236,536,-,300,236
589-171=418,589,-,171,418
531-169=362,531,-,169,362
700-612=88,700,-,612,88
955+148=1103,955,+,148,1103
482-189=293,482,-,189,293
543-50=493,543,-,50,493
62+28=90,62,+,28,90
844+425=1269,844,+,425,1269
733-356=377,733,-,356,377
920-250=670,920,-,250,670
39+6=45,39,+,6,45
661-650=11,661,-,650,11
374-353=21,374,-,353,21
884-654=230,884,-,654,230
259-183=76,259,-,183,76
590-166=424,590,-,166,424
449+2=451,449,+,2,451
244+369=613,244,+,369,613
592+173=765,592,+,173,765
444-356=88,444,-,356,88
91+371=462,91,+,371,462
824+445=1269,824,+,445,1269
992-314=678,992,-,314,678
766+33=799,766,+,33,799
621-555=66,621,-,555,66
446-150=296,446,-,150,296
551+620=1171,551,+,620,1171
977+82=1059,977,+,82,1059
145-0=145,145,-,0,145
351-278=73,351,-,278,73
429-67=362,429,-,67,362
641-159=482,641,-,159,482
354-84=270,354,-,84,270
379+23=402,379,+,23,402
656+199=855,656,+,199,855
833-331=502,833,-,331,502
447-391=56,447,-,391,56
377-377=0,377,-,377,0
981-900=81,981,-,900,81
862-180=682,862,-,180,682
978-403=575,978,-,403,575
974+474=1448,974,+,474,1448
91+7=98,91,+,7,98
704+773=1477,704,+,773,1477
983-664=319,983,-,664,319
780-666=114,780,-,666,114
54+104=158,54,+,104,158
18-12=6,18,-,12,6
230-119=111,230,-,119,111
640-250=390,640,-,250,390
131+17=148,131,+,17,148
70+349=419,70,+,349,419
418-98=320,418,-,98,320
840-837=3,840,-,837,3
853+590=1443,853,+,590,1443
803+381=1184,803,+,381,1184
615+753=1368,615,+,753,1368
468-97=371,468,-,97,371
74+785=859,74,+,785,859
633-543=90,633,-,543,90
327-325=2,327,-,325,2
386+425=811,386,+,425,811
258-5=253,258,-,5,253
62+753=815,62,+,753,815
736+307=1043,736,+,307,1043
916+783=1699,916,+,783,1699
635+439=1074,635,+,439,1074
512+888=1400,512,+,888,1400
428+4=432,428,+,4,432
937+441=1378,937,+,441,1378
63+321=384,63,+,321,384
179-179=0,179,-,179,0
671-173=498,671,-,173,498
13+699=712,13,+,699,712
513-109=404,513,-,109,404
19+12=31,19,+,12,31
730-465=265,730,-,465,265
478-384=94,478,-,384,94
251-251=0,251,-,251,0
167-160=7,167,-,160,7
433-413=20,433,-,413,20
41+47=88,41,+,47,88
1+824=825,1,+,824,825
472+963=1435,472,+,963,1435
633+641=1274,633,+,641,1274
48+16=64,48,+,16,64
80+274=354,80,+,274,354
365-156=209,365,-,156,209
390+663=1053,390,+,663,1053
825-278=547,825,-,278,547
48+44=92,48,+,44,92
905+949=1854,905,+,949,1854
693+573=1266,693,+,573,1266
867+67=934,867,+,67,934
775-768=7,775,-,768,7
844-815=29,844,-,815,29
607-28=579,607,-,28,579
547+228=775,547,+,228,775
563+215=778,563,+,215,778
5+697=702,5,+,697,702
667-629=38,667,-,629,38
346-243=103,346,-,243,103
372+16=388,372,+,16,388
262+70=332,262,+,70,332
152-91=61,152,-,91,61
587+817=1404,587,+,817,1404
475+536=1011,475,+,536,1011
694+751=1445,694,+,751,1445
298+269=567,298,+,269,567
763+444=1207,763,+,444,1207
893+907=1800,893,+,907,1800
352-233=119,352,-,233,119
627+289=916,627,+,289,916
542-175=367,542,-,175,367
887+875=1762,887,+,875,1762
77-19=58,77,-,19,58
914-905=9,914,-,905,9
52+341=393,52,+,341,393
230-226=4,230,-,226,4
70-10=60,70,-,10,60
756-642=114,756,-,642,114
290-71=219,290,-,71,219
537+489=1026,537,+,489,1026
388-383=5,388,-,383,5
507-48=459,507,-,48,459
606-322=284,606,-,322,284
231-191=40,231,-,191,40
629-604=25,629,-,604,25
164+785=949,164,+,785,949
898+136=1034,898,+,136,1034
326+637=963,326,+,637,963
485+992=1477,485,+,992,1477
190+835=1025,190,+,835,1025
479+99=578,479,+,99,578
422+391=813,422,+,391,813
323+96=419,323,+,96,419
180+469=649,180,+,469,649
632+159=791,632,+,159,791
942-833=109,942,-,833,109
53+649=702,53,+,649,702
797+319=1116,797,+,319,1116
29+221=250,29,+,221,250
937-875=62,937,-,875,62
643+828=1471,643,+,828,1471
717-630=87,717,-,630,87
996-855=141,996,-,855,141
325+613=938,325,+,613,938
834-830=4,834,-,830,4
915+960=1875,915,+,960,1875
581-577=4,581,-,577,4
56+17=73,56,+,17,73
825-543=282,825,-,543,282
745-31=714,745,-,31,714
578-390=188,578,-,390,188
612-263=349,612,-,263,349
835+419=1254,835,+,419,1254
904+999=1903,904,+,999,1903
389-389=0,389,-,389,0
667+880=1547,667,+,880,1547
916+564=1480,916,+,564,1480
345-301=44,345,-,301,44
338+82=420,338,+,82,420
32+59=91,32,+,59,91
9+65=74,9,+,65,74
894+781=1675,894,+,781,1675
3+85=88,3,+,85,88
848-493=355,848,-,493,355
493+907=1400,493,+,907,1400
634-442=192,634,-,442,192
341-87=254,341,-,87,254
331+458=789,331,+,458,789
6+51=57,6,+,51,57
752-707=45,752,-,707,45
899-634=265,899,-,634,265
238-162=76,238,-,162,76
627-347=280,627,-,347,280
782-434=348,782,-,434,348
611-149=462,611,-,149,462
712+275=987,712,+,275,987
403-340=63,403,-,340,63
260-242=18,260,-,242,18
613+387=1000,613,+,387,1000
3+93=96,3,+,93,96
314-90=224,314,-,90,224
804+877=1681,804,+,877,1681
887+849=1736,887,+,849,1736
321+382=703,321,+,382,703
6+32=38,6,+,32,38
340+543=883,340,+,543,883
496+962=1458,496,+,962,1458
674+617=1291,674,+,617,1291
852-601=251,852,-,601,251
766+734=1500,766,+,734,1500
967+947=1914,967,+,947,1914
408+554=962,408,+,554,962
658-145=513,658,-,145,513
807-716=91,807,-,716,91
38+50=88,38,+,50,88
424+209=633,424,+,209,633
966-749=217,966,-,749,217
780+301=1081,780,+,301,1081
352-54=298,352,-,54,298
997-996=1,997,-,996,1
962-225=737,962,-,225,737
374-367=7,374,-,367,7
670+849=1519,670,+,849,1519
799-166=633,799,-,166,633
987+350=1337,987,+,350,1337
534+978=1512,534,+,978,1512
956-905=51,956,-,905,51
530-292=238,530,-,292,238
797+955=1752,797,+,955,1752
416-409=7,416,-,409,7
805-47=758,805,-,47,758
249+599=848,249,+,599,848
46+39=85,46,+,39,85
66+9=75,66,+,9,75
831+472=1303,831,+,472,1303
888+23=911,888,+,23,911
521-463=58,521,-,463,58
493-32=461,493,-,32,461
388+156=544,388,+,156,544
896-849=47,896,-,849,47
821-16=805,821,-,16,805
868-418=450,868,-,418,450
425-370=55,425,-,370,55
823-643=180,823,-,643,180
129+516=645,129,+,516,645
258-254=4,258,-,254,4
300+145=445,300,+,145,445
869-494=375,869,-,494,375
742-688=54,742,-,688,54
457+770=1227,457,+,770,1227
753+131=884,753,+,131,884
770-367=403,770,-,367,403
329+657=986,329,+,657,986
101-34=67,101,-,34,67
495+198=693,495,+,198,693
409+784=1193,409,+,784,1193
437-204=233,437,-,204,233
371-365=6,371,-,365,6
7+13=20,7,+,13,20
729+342=1071,729,+,342,1071
498+408=906,498,+,408,906
759-371=388,759,-,371,388
407-280=127,407,-,280,127
701+150=851,701,+,150,851
381+975=1356,381,+,975,1356
334+607=941,334,+,607,941
677+213=890,677,+,213,890
760+170=930,760,+,170,930
166-57=109,166,-,57,109
956-514=442,956,-,514,442
385-356=29,385,-,356,29
411+434=845,411,+,434,845
146+73=219,146,+,73,219
655-56=599,655,-,56,599
865+237=1102,865,+,237,1102
715-538=177,715,-,538,177
798-741=57,798,-,741,57
261-196=65,261,-,196,65
178-174=4,178,-,174,4
992-463=529,992,-,463,529
999-799=200,999,-,799,200
671+34=705,671,+,34,705
224-17=207,224,-,17,207
92+139=231,92,+,139,231
79-73=6,79,-,73,6
130-100=30,130,-,100,30
892-282=610,892,-,282,610
946-397=549,946,-,397,549
120+14=134,120,+,14,134
76+169=245,76,+,169,245
169-69=100,169,-,69,100
631-434=197,631,-,434,197
175-127=48,175,-,127,48
68+634=702,68,+,634,702
382+16=398,382,+,16,398
